,text,favorite_count,retweet_count,created_at,Target
111,"RT @EP_Agriculture: AGRI Committee continues now. Topics:
ðŸ”¹update on the European pigmeat reflection group
ðŸ”¹marketing standards for free raâ€¦",0,3,2022-05-10 15:01:15+00:00,0
112,"RT @EU_ENV: ðŸ†• The time to future proof our land is now!

The ðŸ‡ºðŸ‡³ @UNCCD #CoP15 has kicked off in Abidjan ðŸ‡¨ðŸ‡®, where ðŸŒ leaders are discussingâ€¦",0,55,2022-05-10 13:25:42+00:00,0
113,"RT @CopernicusEMS: A severe #droughtðŸš± has been affecting large areas of #Europe and in particular the Po and #Danube river basinsâ—ï¸

Our Glâ€¦",0,75,2022-05-10 08:22:03+00:00,0
114,"Rural youth will lead the transformation of Europeâ€™s countryside.

What do they need to reach their full potential?

Participate in the #RuralPact conference.
ðŸ“ Brussels
ðŸ“… 15-16 June
Register: https://t.co/zXce3p3RCN https://t.co/lTReAzmsml",34,20,2022-05-10 08:18:30+00:00,0
115,"RT @EUAgri: The EU School Scheme brings free fruit, vegetables &amp; milk to millions of children across the EU.

How can it be reformed to betâ€¦",0,8,2022-05-10 07:47:38+00:00,2
116,Calling all farmers &amp; researchers participating in LIFE projects! â¬‡ï¸ #LIFEis30 https://t.co/1hpftAP1tS,18,8,2022-05-10 07:37:14+00:00,0
117,#EuropeDay #EuropeDay2022 https://t.co/OR8KU0GNIh,55,24,2022-05-09 06:22:13+00:00,0
118,"Apply for the #EUOrganic Awards!

Categories are:
ðŸŒ± Best organic farmer (female &amp; male)
ðŸŒ± Best organic region
ðŸŒ± Best organic city
ðŸŒ± Best #BioDistrict
ðŸŒ± Best organic SME
ðŸŒ± Best organic food retailer
ðŸŒ± Best organic restaurant

Apply here: https://t.co/SgEcOQgYxC https://t.co/3lbisBESVv",28,16,2022-05-08 12:00:01+00:00,0
119,"The EU School Scheme brings free fruit, vegetables &amp; milk to millions of children across the EU.

How can it be reformed to better promote healthy &amp; sustainable diets?

We want your opinion.

Online public consultation on the #SchoolSchemeEU â¬‡ï¸ #EUHaveYourSay",17,8,2022-05-08 07:00:01+00:00,0
120,"Come visit us at the #EUOpenDay! 

ðŸ“ Brussels

ðŸ“… Saturday 7 May

ðŸ•‘ from 10h to 18h

EU Institutions open their doors to citizens.

ðŸŒ± @EUAgri, @Food_EU, @EU_ENV &amp; @EUClimateAction will be at the #EUGreenDeal Village at Berlaymont.

 #EuropeDay https://t.co/3twxI2F45H",35,16,2022-05-07 06:00:00+00:00,0
121,"RT @EUmissionWTO: To help fight the food crisis, exacerbated by #russiawar, ðŸ‡ªðŸ‡º acts

ðŸ‡ªðŸ‡º supports the #foodsecurity initiative alongside 26â€¦",0,19,2022-05-06 14:47:52+00:00,0
122,"RT @EUmissionWTO: Today, @EUAmbWTO delivered a speech at ðŸ‡ªðŸ‡º Mission ahead of #EuropeDay2022, 9 May.
ðŸ‘‰More info @ https://t.co/ktjfj0Tp6b

Aâ€¦",0,3,2022-05-06 14:47:45+00:00,0
123,"Au programme du podcast Â«Nourrir lâ€™EuropeÂ»: lâ€™impact de lâ€™invasion russe de lâ€™Ukraine sur le monde agricole europÃ©en.

On en parle avec:
ðŸ‘¨â€ðŸŒ¾ agriculteurs ðŸ‡§ðŸ‡ª &amp; ðŸ‡«ðŸ‡®
ðŸŒ¾ producteurs de cÃ©rÃ©ales
ðŸ‡ªðŸ‡º experts de la Commission
ðŸŒ± chercheurs

ðŸŽ§ Sur toutes les plateformes de podcast #Food4EU",2,3,2022-05-06 14:47:24+00:00,0
124,"Neue Folge des â€œFood for Europeâ€œ Podcast: Die Auswirkungen der russischen Invasion in die Ukraine auf die EU-Landwirtschaft.

Wir sprechen mit:
ðŸ‘¨â€ðŸŒ¾ Landwirten aus ðŸ‡§ðŸ‡ª &amp; ðŸ‡«ðŸ‡®
ðŸŒ¾ Getreideerzeugern
ðŸ‡ªðŸ‡º Experten der EU-Kommission
ðŸŒ± Forschern

#Food4EU",6,1,2022-05-06 14:44:04+00:00,0
125,"RT @COCERAL_EU: Thank you for the discussion - COCERAL President @PMITKO2 was happy to take part.

We look forward to continuing to work wiâ€¦",0,2,2022-05-06 14:13:46+00:00,2
126,"RT @eaAgriFood: We invite you to participate in the next #eaAgriFood Twitter Chat on 19 May. 

This edition will focus on food security inâ€¦",0,4,2022-05-06 13:20:32+00:00,0
127,"@Food_EU @EuropeanYouthEU @EU_ScienceHub @EU_ENV @EUClimateAction If you want to learn more about the EU School Scheme before answering the online consultation, find all the information in all EU languages on our website.
âž¡ï¸ https://t.co/6zP0RBhA3U",3,2,2022-05-06 12:24:12+00:00,0
128,"Public consultation on the EU School Scheme!

#SchoolSchemeEU brings free milk, fruit &amp; vegetables to millions of children across the EU.

How can it be reformed to better promote healthy &amp; sustainable diets?

Answer online: https://t.co/n9ZwXWqxmo

#EUHaveYourSay https://t.co/DTHZcRWzuN",16,11,2022-05-06 12:07:10+00:00,0
129,"On Food for Europe podcast: the impact of Russia's invasion of Ukraine on EU agriculture.

 We discuss it with:
ðŸ‘¨â€ðŸŒ¾ Farmers from ðŸ‡§ðŸ‡ª &amp;  ðŸ‡«ðŸ‡®
ðŸŒ¾ Cereals producers @COCERAL_EU
ðŸ‡ªðŸ‡º Commission experts
ðŸŒ± Researchers from @ILEE64634459 &amp; @Natagora

ðŸŽ§ On all podcast platforms
#Food4EU",23,14,2022-05-06 09:36:12+00:00,0
130,"RT @EP_Agriculture: ðŸ—“ï¸AGRI Committee meets on Tuesday.
Here is what to follow:
ðŸ‡ºðŸ‡¦Situation in Ukraine and its impact on food security
ðŸ“œNatiâ€¦",0,19,2022-05-06 07:52:05+00:00,1
131,"RT @EIPAGRI_SP: ðŸ’¡ Inspiration! 
ðŸŒŽ #OperationalGroup in Italy 
â“ Smart labels on wine bottles  ðŸ‡ðŸ·

Strengthening relationship between producâ€¦",0,16,2022-05-06 07:21:38+00:00,2
132,"The next #MissionSoil call for proposals will open soon!

Follow the online info day to learn about the kind of #soil health projects we would like to support with EU funding.

ðŸ“… 18 May
ðŸ“½ï¸ Streaming here: https://t.co/SVe1o2xALx https://t.co/7dC1ForKS9",21,7,2022-05-05 07:02:00+00:00,2
133,"RT @EUgreenresearch: The next #MissionSoil call for proposals will open soon!

You are invited to attend the #SOILINFODAY on 1âƒ£8âƒ£ MAY to leâ€¦",0,34,2022-05-04 15:54:22+00:00,0
134,RT @BastidonPauline: Good #exports performance for EU agri-food products in Jan 2022 - although the rest of the year is likely to be deeplyâ€¦,0,3,2022-05-04 14:44:47+00:00,2
135,"Smart farming project DEMETER was the winner of the @EUregistry Web Award for websites that represent green initiatives!

Visit them at https://t.co/a9vjdxACHz https://t.co/MFdzuSgvAK",10,2,2022-05-04 14:25:08+00:00,0
136,"RT @EU_ENV: ðŸ“† Mark your calendars!

On 11 May, we will open our MapMyTree counter for all ðŸ‡ªðŸ‡º citizens to register their planted ðŸŒ²ðŸŒ³ as partâ€¦",0,118,2022-05-04 13:38:33+00:00,2
137,"RT @EP_Agriculture: ðŸ“The EU Action Plan for the Organic Agriculture resolution just adopted by a large majority of @Europarl_EN Plenary
Reaâ€¦",0,13,2022-05-03 13:25:28+00:00,0
138,"EU agri-food trade showed a strong increase in the beginning of 2022, +25% compared to the same period last year.

The largest increases were in EU exports to the UK and the US.

More in the new agri-food #EUtrade report â¬‡ï¸",18,9,2022-05-03 13:06:30+00:00,0
139,"RT @ENRD_CP: ðŸ“¢ Registrations for the #RuralPact Conference are open!

Sign up and support @EUAgri in designing the governance of the Ruralâ€¦",0,15,2022-05-03 12:29:31+00:00,0
140,"We are looking for experts to evaluate projects on plant health, pesticides, forests, biodiversity and more! â¬‡ï¸ #EUGreenDeal https://t.co/xguRpyQ3be",15,11,2022-05-03 07:50:55+00:00,0
141,"In Brussels next Saturday?

Visit @EUAgri at the #EUOpenDay!

We will have a tasting of Geographical Indication products, as well as games on food and agriculture for the kids.

ðŸ“ Find us at the Green Deal Village in the Berlaymont Building.

#EuropeDay ðŸ‡ªðŸ‡º https://t.co/9XyAT541Ko",43,19,2022-05-02 15:51:05+00:00,0
142,"RT @EESC_NAT: ðŸ‘‹Help us spread the word!

ðŸ†#EUOrganic AwardsðŸ†

ðŸŒ½Have you developed an excellent initiative producing real added value for #Oâ€¦",0,12,2022-05-02 12:21:30+00:00,2
143,"RT @jwojc: It is clear that there is currently no food supply issue in ðŸ‡ªðŸ‡º, thanks to our farmers, our food sector workers and the support oâ€¦",0,12,2022-05-02 12:17:53+00:00,2
144,"More EU farmers received advice &amp; training in 2014-2020 compared to 2007-2013, thanks to #CAP instruments like #AKIS and @EIPAGRI_SP.

New study on the CAPâ€™s impact on knowledge exchange and advisory activities published today â¬‡ï¸",26,14,2022-05-02 10:37:34+00:00,0
145,#EUFarm2Fork https://t.co/7wL9eAgOfA,17,10,2022-05-02 09:25:05+00:00,0
146,"RT @EIPAGRI_SP: ðŸ’¡ Suggest topics for #EIPagri #FocusGroups
Temporary groups of selected experts focus on a specific topic, sharing knowledgâ€¦",0,10,2022-05-02 09:24:06+00:00,0
147,"RT @EESC_NAT: ðŸ‘©â€ðŸŒ¾Common Agricultural Policy: 60 years later!

ðŸ¤”What's the way forward towards a more #SustainableAgriculture?ðŸŒ±

ðŸ—“ï¸Mark yourâ€¦",0,10,2022-05-02 08:10:13+00:00,0
148,"RT @EiropasKomisija: EK lauksaimniecÄ«bas komisÄrs @jwojc, viesojoties LatvijÄ, apmeklÄ“ja z/s â€œVaidelotesâ€ un z/s â€œRudeÅ†iâ€.

Abas saimniecÄ«bâ€¦",0,2,2022-05-02 08:09:57+00:00,0
149,"Im #Food4EU Podcast sprechen wir mit:
ðŸ‘¨â€ðŸŒ¾ Bauern,
ðŸ‘©â€ðŸ”¬ Forschern
ðŸŒ± und NGOs,
die an der Bodengesundheit arbeiten.

VerfÃ¼gbar auf allen Podcast-Plattformen ðŸŽ§",11,5,2022-05-02 08:09:38+00:00,0
150,"Sols en sursis : lâ€™Europe se mobilise

Notre podcast #Food4EU vous emmÃ¨ne Ã  la rencontre : 
ðŸ‘¨â€ðŸŒ¾ dâ€™agriculteurs franÃ§ais,
ðŸ‘©â€ðŸ”¬ de chercheurs,
ðŸŒ± et dâ€™ONG
impliquÃ©s dans la rÃ©gÃ©nÃ©ration des sols.

Disponible sur toutes les plateformes de podcast ðŸŽ§",3,2,2022-05-02 08:05:10+00:00,0
151,"Soils are in danger, the EU fights back.

On #Food4EU Podcast we talk with:
ðŸ‘¨â€ðŸŒ¾ Farmers,
ðŸ‘©â€ðŸ”¬ Researchers
ðŸŒ± and NGOs
working on soil health.

Available on all podcast platforms ðŸŽ§",35,7,2022-05-02 08:02:28+00:00,0
152,"RT @ENRD_CP: ðŸ˜ï¸The @EU_Commission opened a call for projects by local authorities to transform living spaces, also in rural areas, followinâ€¦",0,12,2022-05-02 07:46:08+00:00,0
153,"Happy #InternationalWorkersDay to farm workers.

The new ðŸ‡ªðŸ‡º Common Agricultural Policy, to be applied from January 2023, introduces social conditionality.

Farmers will have to respect EU social and labour law to get CAP funds. #MayDay https://t.co/bJmoKG2cKF",19,9,2022-05-01 08:30:00+00:00,0
154,"On this #InternationalWorkersDay, a special thanks to the workers who grow, harvest, transport, process, package, stock and sell the food that ends up on our table. https://t.co/SWRokiZF1Q",48,26,2022-05-01 06:30:00+00:00,0
155,"ðŸ‘©â€ðŸŒ¾ Farmers

ðŸžï¸ Regions

ðŸ™ï¸ Cities

ðŸ—ºï¸ Bio-Districts

ðŸ¥« Small businesses

ðŸ›’ Retailers

ðŸ‘¨â€ðŸ³ Restaurants

producing &amp; promoting #organic food are invited to apply to the #EUOrganic Awards!

All information, in 22 EU languages â†“",11,13,2022-04-30 12:30:00+00:00,0
156,"What should the EU do to make our food system more sustainable? ðŸŒ±

We want your opinion.

Participate in the #EUFarm2Fork public consultation by answering the online survey.
ðŸ‘‰ https://t.co/f05mHyY4BL

#EUHaveYourSay https://t.co/huFhW62sYB",56,43,2022-04-30 07:00:01+00:00,0
157,"RT @EU_Commission: Modern biotechnology can help make agri-food systems more sustainable, but the protection of the EU's high food safety sâ€¦",0,50,2022-04-29 12:14:33+00:00,1
158,"ðŸ‡ªðŸ‡ºðŸ‡¨ðŸ‡³ e-commerce market for EU agri-food products in China is estimated at around â‚¬ 2.2 billion in 2020.

We just published a study on opportunities and challenges for EU food producers who want to export to China via e-commerce â¤µï¸ #EUTrade",10,3,2022-04-29 10:10:42+00:00,0
159,"RT @CBE_JU: ðŸ†•Our new website is live! 

The new https://t.co/zW6dJawV94 is your go-to site for the latest information on the CBE JU fundingâ€¦",0,33,2022-04-29 09:51:03+00:00,0
160,ðŸ’š digital farming â†“ #AgriResearch https://t.co/i25iQbA08m,7,2,2022-04-29 09:28:36+00:00,0
161,"RT @REA_research: Check out our latest #EUAgriPromo newsletter!

ðŸš¨2022 Call results
ðŸ“šNew Market Entry Handbooks for #Mexico #Turkey &amp; #Peruâ€¦",0,5,2022-04-29 08:14:37+00:00,0
162,"RT @Food_EU: Tomorrow is #WorldVeterinaryDay

Animal health matters &amp; that is why we introduced a new ðŸ‡ªðŸ‡º regulation on veterinary medicinalâ€¦",0,7,2022-04-29 07:38:31+00:00,0
163,"RT @ruralinterfaces: ðŸš¨REGISTRATIONS ARE OPENâ€¼ï¸

How to reach the #RuralVisionEU goals? ðŸŽ¯ Join the #RuralPact ConferenceðŸ’¬ &amp; discuss with othâ€¦",0,17,2022-04-28 15:15:34+00:00,0
164,"RT @EUAgri: Just published: ðŸ‡ªðŸ‡º Commission's observation letters to 19 Member States on their proposed #CAP strategic plans, and the commentâ€¦",0,41,2022-04-28 13:47:14+00:00,0
165,"RT @TimmermansEU: If we donâ€™t understand that #FarmToFork is an attempt to save agriculture, not punish it, in light of the devastating effâ€¦",0,228,2022-04-28 13:19:23+00:00,2
166,RT @jwojc: State aid: Commission approves â‚¬169 million Spanish scheme to support milk producers in context of Russia's invasion of Ukraineâ€¦,0,12,2022-04-28 13:13:19+00:00,0
167,"RT @EUAgri: Registration OPEN for the #RuralPact conference!

ðŸ”¸ Rural organisations
ðŸ”¹ Youth associations
ðŸ”¸ Community leaders
ðŸ”¹ Business repâ€¦",0,17,2022-04-28 11:24:29+00:00,0
168,RT @OrganicsEurope: The annual #EUOrganic Awards aim to reward ðŸ‡ªðŸ‡º actors who greatly contribute to stimulating the #OrganicValueChain. Applâ€¦,0,3,2022-04-28 11:24:01+00:00,0
169,RT @HorizonMagEU: European researchers are coming together to fight plant diseases â€“ killing crops such as olives and vines â€“ using naturalâ€¦,0,4,2022-04-28 11:23:45+00:00,0
170,"Registration OPEN for the #RuralPact conference!

ðŸ”¸ Rural organisations
ðŸ”¹ Youth associations
ðŸ”¸ Community leaders
ðŸ”¹ Business representatives
ðŸ”¸ Local &amp; regional governments
Are invited to join us in Brussels on 15 &amp; 16 June.

Register: https://t.co/zXce3p3RCN https://t.co/ocfpj0mp57",25,17,2022-04-28 09:15:43+00:00,0
171,RT @MiriamGarciaFr: 19 observation letters on CAP strategic plans are online ðŸ‘‡,0,4,2022-04-28 08:45:01+00:00,0
172,"RT @jwojc: Today the EC has published the first batch of observation letters on #NewCAP strategic plans.
 
This marks another important steâ€¦",0,18,2022-04-28 08:21:33+00:00,0
173,"@jwojc The 19 are:
ðŸ‡¦ðŸ‡¹ Austria
ðŸ‡­ðŸ‡· Croatia
ðŸ‡¨ðŸ‡¾ Cyprus 
ðŸ‡©ðŸ‡° Denmark 
ðŸ‡ªðŸ‡ª Estonia
ðŸ‡«ðŸ‡® Finland 
ðŸ‡«ðŸ‡· France
ðŸ‡¬ðŸ‡· Greece
ðŸ‡­ðŸ‡º Hungary
ðŸ‡®ðŸ‡ª Ireland 
ðŸ‡®ðŸ‡¹ Italy 
ðŸ‡±ðŸ‡¹ Lithuania 
ðŸ‡²ðŸ‡¹ Malta 
ðŸ‡³ðŸ‡± The ",2,3,2022-04-28 07:56:52+00:00,0
174,"Just published: ðŸ‡ªðŸ‡º Commission's observation letters to 19 Member States on their proposed #CAP strategic plans, and the comments sent by the Member States in response.

On our website â¤µï¸ #NewCAP
https://t.co/B9wOVRA12V https://t.co/SUjtmCgu8O",56,41,2022-04-28 07:55:27+00:00,0
175,"RT @GabrielMariya: ðŸ”” Save the date!

ðŸ“… @HorizonEU #EUmissions Info-days will take place on 17 &amp; 18 May.

The event will focus on the ðŸ†• topiâ€¦",0,78,2022-04-28 07:47:33+00:00,0
176,"RT @AfricaIPR: [ð–ð„ððˆðð€ð‘] How to successfully grow your Agri-Food business using #IntellectualProperty?

ðŸ“…10 May

Join the webinar organizedâ€¦",0,6,2022-04-28 07:47:24+00:00,0
177,"The EU announced today â‚¬348 million funding for #FoodSecurity in the Horn of Africa.

The region has ben affected by a devastating climate-induced drought, conflict and insecurity, as well as the expected effects of Russia's invasion of Ukraine on agri-food markets.",6,2,2022-04-27 15:42:31+00:00,0
178,"RT @EU_ENV: To better understand our #EUForests and prepare them for future challenges, we want to develop an ðŸ‡ªðŸ‡º forest monitoring frameworâ€¦",0,62,2022-04-27 13:47:41+00:00,0
179,RT @VDombrovskis: Ð‘Ð•Ð—ÐŸÐ Ð•Ð¦Ð•Ð”Ð•ÐÐ¢ÐÐž: Ð·Ð°Ð¿Ñ€Ð¾Ð²Ð°Ð´Ð¶ÑƒÑ”Ð¼Ð¾ Ð´Ð»Ñ Ð£ÐºÑ€Ð°Ñ—Ð½Ð¸ Ð½ÑƒÐ»ÑŒÐ¾Ð²Ð¸Ð¹ Ñ‚Ð°Ñ€Ð¸Ñ„ Ñ– Ð½ÑƒÐ»ÑŒÐ¾Ð²Ñ– ÐºÐ²Ð¾Ñ‚Ð¸ Ñƒ Ñ‚Ð¾Ñ€Ð³Ñ–Ð²Ð»Ñ– Ð· Ð„Ð¡. Ð¦Ñ– Ð·Ð°Ñ…Ð¾Ð´Ð¸ Ð¿Ñ–Ð´ÑÐ¸Ð»ÑÑ‚ÑŒ Ñ‚Ð¾Ñ€Ð³Ñ–Ð²Ð»ÑŽ Ñ–â€¦,0,51,2022-04-27 12:27:58+00:00,0
180,"RT @Trade_EU: ðŸ‡ªðŸ‡ºðŸ‡ºðŸ‡¦ We are granting Ukraine zero duty, zero quota trade with the EU. This means:

Scrapping all customs duties on products nâ€¦",0,79,2022-04-27 12:27:26+00:00,2
181,"RT @dtmcloughlin: Those listed BUT prioritised by the the number &amp; extend of co-benefits they deliver: e.g. water quality, biodiversity.",0,1,2022-04-27 10:18:04+00:00,0
182,"@Lindberg180773 Hi @Lindberg180773! We are boosting crop production in the EU &amp; helping Ukranian farmers (who produce 50% of the world's sunflower seed oil, while Russia produces 27%).

The EU has no food availability problems, find more information h",0,0,2022-04-27 09:19:23+00:00,0
183,"RT @henriettebrx: ðŸ¤žthat towns having signed @EuropePAN pledge towards #pesticide free will apply for best organic city/region ðŸ†
https://t.câ€¦",0,1,2022-04-27 08:04:28+00:00,0
184,"RT @huerta_digital: ""Incertidumbres, cambio climÃ¡tico, conflictos geopoliticos,... Estos riesgos no sÃ³lo afectan a la sociedad y a las deciâ€¦",0,6,2022-04-27 08:02:50+00:00,0
185,"ðŸ‡³ðŸ‡± ðŸ‡ªðŸ‡º Fijne Koningsdag! 

Today the Netherlands celebrate Kingâ€™s Day ðŸ‘‘

Discover Dutch Geographical Indication food â¤µï¸ #EUQuality",12,4,2022-04-27 07:57:51+00:00,0
186,"RT @EUAgri: What carbon removal solutions should the EU incentivise?

ðŸŒ± Carbon farming

ðŸŒ± Reforestation

ðŸŒ± Rewetting peatlands

ðŸŒ± Other solâ€¦",0,36,2022-04-26 15:15:57+00:00,0
187,"RT @EU_ENV: ðŸ“¢ Last day to vote for the #Natura2000Awards finalists!

Vote now #ForNature ðŸŒ± &amp; choose your favourite #Natura2000 project!",0,37,2022-04-26 13:02:30+00:00,0
188,RT @IPRinCN: GIs are a major type of #IP! EU-China landmark GI agreement protects around 200 iconic Chinese and European goods against imitâ€¦,0,2,2022-04-26 11:21:24+00:00,0
189,RT @rubizmo: Check out this great opportunity for regenerative agriculture!,0,1,2022-04-26 07:50:05+00:00,0
190,"Call for regenerative agriculture in Central and Eastern Europe!

EIT Food is looking for organisations in 
ðŸ‡§ðŸ‡¬ Bulgaria
ðŸ‡¨ðŸ‡¿ Czech Republic
ðŸ‡±ðŸ‡¹ Lithuania
ðŸ‡·ðŸ‡´ Romania
ðŸ‡¸ðŸ‡°  Slovakia
to support the Regenerative Agriculture Revolution projectâ¤µï¸ @EITFood 
https://t.co/8hQ8g1o902 https://t.co/QPYQOR0A8W",18,10,2022-04-26 07:28:35+00:00,0
191,"Did you know that Geographical Indications are a type of intellectual property? #WorldIPDay

GIs protect our local specialties, guaranteeing: 
ðŸ“ Link to region of origin
ðŸ¥„ Specific production process
ðŸ“œ Legal protection against imitation 

Learn more: https://t.co/tyk0byAAPo https://t.co/7SM0CBY5ix",50,20,2022-04-26 06:47:47+00:00,0
192,"Russiaâ€™s invasion of Ukraine has impacted global agri-food markets.

The EU is acting to ensure #FoodSecurity in Europe and the world ðŸŒ¾

More information: https://t.co/Wde619lZUM https://t.co/wkcewLx9o1",9,5,2022-04-25 15:15:05+00:00,0
193,"RT @DesiraH2020: How have ðŸ‡ªðŸ‡ºEU policies influenced rural #digitalisation in different Member States?

DESIRA partners from 15 countries havâ€¦",0,8,2022-04-25 11:36:51+00:00,0
194,"RT @HorizonEU: Around 70% of Europeâ€™s #soils are in poor health. 

The EU has launched the EU #MissionSoil ðŸŒ± to reverse this deterioration,â€¦",0,9,2022-04-25 10:36:30+00:00,0
195,"RT @EUClimateAction: ðŸ””One week to goðŸ””

#EUHaveYourSay on certification of #EUCarbonRemovals by 2 May and help us scale up solutions to sustâ€¦",0,29,2022-04-25 08:56:17+00:00,0
196,"ðŸ In rural Latvia, an EU-funded start-up is using digital connectivity to promote healthy bee colonies!

With the help of â‚¬15,000 in #RuralDevEU funding JÄnis developed BeeKing app â¤µï¸
https://t.co/qsvOf38CiC

@connectivityEU https://t.co/rjaJct7GrP",15,9,2022-04-23 07:00:01+00:00,0
197,"Ever heard of farming therapy?

Positive Agritude is a EU-funded social farming project in Lierneux, Belgium ðŸ‡§ðŸ‡ª, offering patients with mental health issues the opportunity to volunteer on one of 26 farms in the area ðŸŒ±

ðŸ‡ªðŸ‡º #RuralDevEU https://t.co/3nhceYIywn",27,12,2022-04-23 07:00:00+00:00,0
198,RT @ingevanoost1: Good news on EIP projects under the new CAP 2023 - 2027: the total in the whole EU has almost multiplied by 3 in the CAPâ€¦,0,12,2022-04-22 08:55:14+00:00,2
199,"RT @BenoitEsmanne: ðŸ“…Upcoming online event focusing on Agrifood sector
ðŸ“Focus on the Baltic Region alongside the #ClusterMeetRegions event iâ€¦",0,5,2022-04-21 13:14:24+00:00,0
200,"RT @EUAgri: Soils are in danger, the EU fights back.

On #Food4EU Podcast we talk soil health with:
ðŸŒ± Farmer Olivier van Hyfte
ðŸŒ± Prof Creamâ€¦",0,27,2022-04-21 12:32:27+00:00,2
201,"Do you want to propose a project to protect #soil and get EU funding?

Apply to this brokerage event to meet partners and exchange ideas â¤µï¸ #SoilHealth #MissionSoil https://t.co/G94soB6kyJ",15,8,2022-04-21 12:19:35+00:00,0
202,"RT @HorizonMagEU: EU-funded science is fighting back against a disease that threatens the #banana, the worldâ€™s most widely eaten fruit. 

Râ€¦",0,3,2022-04-21 12:10:48+00:00,2
203,RT @Tolovistobe: Oui protÃ©geons notre source #SaveSoil,0,1,2022-04-21 12:10:22+00:00,0
204,"RT @redespanola: ðŸ‡ªðŸ‡ºðŸ‡ªðŸ‡¸ðŸŒ¾EspaÃ±a recibirÃ¡ mÃ¡s de 5.400Mâ‚¬ para desarrollo rural entre 2023 y 2027 con la nueva #PACðŸŒ±

Las ayudas para intervenciâ€¦",0,11,2022-04-21 10:39:23+00:00,0
205,"Soils are in danger, the EU fights back.

On #Food4EU Podcast we talk soil health with:
ðŸŒ± Farmer Olivier van Hyfte
ðŸŒ± Prof Creamer of @SBL_WUR
ðŸŒ± Prof Zdruli of @CIHEAM 
ðŸŒ± @EarthwormGlobal foundation
ðŸŒ± The Soil4Life project

ðŸŽ§ on all podcast platforms

#SoilMission #SaveSoil",29,27,2022-04-21 10:03:15+00:00,2
206,@Globalgae @EU_ENV Hi @Globalgae! Make sure to answer the online survey and include your suggestions ðŸ™‚,0,0,2022-04-21 09:00:26+00:00,0
207,"RT @EUCYPRUS: Î“Î¹Î± Ï€Î¿Î¹ÎµÏ‚ Î»ÏÏƒÎµÎ¹Ï‚ Î±Ï†Î±Î¯ÏÎµÏƒÎ·Ï‚ Î¬Î½Î¸ÏÎ±ÎºÎ± Î¸Î± Ï€ÏÎ­Ï€ÎµÎ¹ Î½Î± Î´ÏŽÏƒÎµÎ¹ ÎºÎ¯Î½Î·Ï„ÏÎ± Î· Î•Î•;

ðŸŒ± ÎšÎ±Î»Î»Î¹Î­ÏÎ³ÎµÎ¹Î± Î¬Î½Î¸ÏÎ±ÎºÎ±
ðŸŒ± Î‘Î½Î±Î´Î¬ÏƒÏ‰ÏƒÎ·
ðŸŒ± Î•Ï€Î±Î½Î±Î²ÏÎ¿Ï‡Î® Ï„Ï…ÏÏ†ÏŽÎ½Ï‰Î½â€¦",0,2,2022-04-21 08:53:38+00:00,0
208,RT @alex_rouby: Healthy soils are essential for resilient #rural areas. Apply before 22 Apr. to take part in the @EIPAGRI_SP brokerage evenâ€¦,0,4,2022-04-21 07:41:40+00:00,0
209,"RT @EP_Agriculture: â—ï¸@EP_Agriculture continues today with debates about:
ðŸ”¹crisis reserve funds transfer for agriculture
ðŸ”¹ecological and orâ€¦",0,6,2022-04-21 07:33:16+00:00,0
210,"What carbon removal solutions should the EU incentivise?

ðŸŒ± Carbon farming

ðŸŒ± Reforestation

ðŸŒ± Rewetting peatlands

ðŸŒ± Other solutions?

We want your opinion.

Participate in the online consultation on certification of #EUCarbonRemovals by 2 May.

#EUGreenDeal #EarthDay",,36,2022-04-21 07:00:01+00:00,0
211,RT @Leony47932282: #savesoil Let us make it happen!,0,3,2022-04-20 12:50:44+00:00,2
212,"RT @EP_ThinkTank: Forests cover nearly half of EU land &amp;
ðŸŒ³potentially mitigate climate change effects
ðŸŒ³contribute to the circular bio-econoâ€¦",0,4,2022-04-20 12:27:28+00:00,2
213,"RT @EP_Agriculture: â²ï¸@EP_Agriculture continues now. On the agenda:
â–ªï¸ report on the EU Forest Strategy for 2030
â–ªï¸ livestock farming and oâ€¦",0,4,2022-04-20 12:09:12+00:00,2
214,"RT @EUmissionWTO: The ðŸ‡ªðŸ‡º is proud to be at the forefront of the Food Security challenges. 

The Russian invasion poses a threat for farmersâ€¦",0,7,2022-04-20 08:33:33+00:00,2
215,"RT @ICIS_Sylvia: The EU is acting to ensure food security in the wake of the war on Ukraine ðŸ‡ºðŸ‡¦ ðŸ‡ªðŸ‡º 
#EUsolidarity #FoodSecurity #Ukraine #grâ€¦",0,2,2022-04-20 08:33:20+00:00,1
216,"RT @EU_CoR: Tune-in today from 10:00 CETðŸ”´
Online conference on the future of Europe on the agricultural sector,  with @StruzikAdam, @Brzeziâ€¦",0,5,2022-04-20 08:14:39+00:00,0
217,"RT @EUAgri: Calling all local authorities promoting #organic food!

Apply now to #EUOrganic AwardsðŸ†

ðŸŒ± Best Organic City

ðŸŒ± Best Organic Reâ€¦",0,20,0,0
218,"Follow today's @EP_Agriculture meeting on:
ðŸ”¹Russia's invasion of Ukraine &amp; fertilizers prices
ðŸ”¹The crisis reserve funds transfer to support EU agriculture
ðŸ”¹Effects of the drought on South Western Europe

LIVE â¤µï¸
https://t.co/NRsgIShvFI",12,8,2022-04-20 07:02:08+00:00,1
